path	translation	split
common_voice_mn_18577768.mp3	Immediately I was employed as a technician for a tractor company.	test
common_voice_mn_18577769.mp3	I don't have anyone other than my kid.	test
common_voice_mn_18577775.mp3	This was cooperation of me and my wife.	test
common_voice_mn_18577776.mp3	You have to support my work instead of troubling if you need me.	test
common_voice_mn_18577777.mp3	You should also prove your genetic identification from your mother side.	test
common_voice_mn_18577778.mp3	Bold had a fever at night and passed away in the morning.	test
common_voice_mn_18577779.mp3	Root of the word “Khi” in Mongolian language used to differentiate one thing.	test
common_voice_mn_18581010.mp3	What they will do with the dead body of the guy?	test
common_voice_mn_18581011.mp3	The vices of the two misters understood what’s going on.	test
common_voice_mn_18581012.mp3	You said, you stole the item before.	test
common_voice_mn_18581013.mp3	If he’s been captured as a host, it’s really dangerous.	test
common_voice_mn_18581014.mp3	These things will be fail and success, after that it will also fail and move a little bit.	test
common_voice_mn_18581020.mp3	After the sun has gone west, we reached their nest.	test
common_voice_mn_18581021.mp3	If you reject, I wouldn't care if I get shamed.	test
common_voice_mn_18581022.mp3	Will you come here and make honor to me?	test
common_voice_mn_18581023.mp3	In every concert, she designs for me wonderful dresses and shoes.	test
common_voice_mn_18581024.mp3	He may does same job everyday.	test
common_voice_mn_18587659.mp3	Growled, Don't make them worry.	test
common_voice_mn_18587660.mp3	You only worked for your sake.	test
common_voice_mn_18587661.mp3	I feel guilty for breaking the fork of the state by the attempt on breaking the boiled bone to eat.	test
common_voice_mn_18587662.mp3	The immunity system can defeat the viruses and won't get you sick.	test
common_voice_mn_18587663.mp3	The old tale about ""Talking head"" is an image of this sector.	test
common_voice_mn_18766096.mp3	I’d been thinking about nature and pine grown on birch wood.	test
common_voice_mn_18766097.mp3	The tourists had gone as if they were exulted.	test
common_voice_mn_18766098.mp3	How much will it cost with the basket?	test
common_voice_mn_18766099.mp3	Dorjoo, will you mind if I talk more familiar to you?	test
common_voice_mn_18766100.mp3	I didn’t know that I really loved you.	test
common_voice_mn_18789222.mp3	If you have a dept, don't run from your loaner.	test
common_voice_mn_18789223.mp3	You know how to increase your livestock.	test
common_voice_mn_18789224.mp3	Sometimes he/she comes to take sawdust from me.	test
common_voice_mn_18789225.mp3	He was acting like he would cut his head off.	test
common_voice_mn_18789226.mp3	Nowadays our country is in need of professional specialists the most.	test
common_voice_mn_18789237.mp3	Finally I landed a job.	test
common_voice_mn_18789238.mp3	This one usually comes up on the later stage.	test
common_voice_mn_18789239.mp3	Also I used to jump in the air while laying down by my back.	test
common_voice_mn_18789241.mp3	Everything has changed regarding the existing of a religion and social environment to perform the duties.	test
common_voice_mn_18789242.mp3	No they started playing as soon as we got on shore.	test
common_voice_mn_18789258.mp3	There was a small size of atom bomb experiment taken place.	test
common_voice_mn_18789259.mp3	You should rest now!	test
common_voice_mn_18789261.mp3	They are called payers, and old people and women are afraid of them.	test
common_voice_mn_18572924.mp3	So he believes that he will be born again in the place of God that he is not afraid of death but try to do only the goodness.	test
common_voice_mn_18572925.mp3	The leader stood where he can be seen to every soldier and held his sword up.	test
common_voice_mn_18572926.mp3	your class got a monk?	test
common_voice_mn_18572927.mp3	You are making everyone weak.	test
common_voice_mn_18572928.mp3	The moonlight shining through the upper fame of the yurt has reflected his pillow.	test
common_voice_mn_18572930.mp3	We lost contact after the talk about to park in the small parking space that is behind the house.	test
common_voice_mn_18572931.mp3	When people praise her daughter, Nansal grandma was so happy.	test
common_voice_mn_18572932.mp3	The space was very tiny that it was like a tent that has half covered roof.	test
common_voice_mn_18572933.mp3	But there is always a better way.	test
common_voice_mn_18572934.mp3	And the choice to absorb a feeling for the last alive man is given to him.	test
common_voice_mn_18572935.mp3	If you learn how to use your time productively, your life will become productive.	test
common_voice_mn_18572936.mp3	As soon as I came in and squeezed the student guys’ button...	test
common_voice_mn_18572937.mp3	Even if Davjaa was same age, he was rejected for his height.	test
common_voice_mn_18572938.mp3	Unexpected risk, attack, and miscommunication will happen on every step of going for happiness.	test
common_voice_mn_18572939.mp3	The always walked on the tiptoes and hit things with its legs.	test
common_voice_mn_18572940.mp3	When I was a slave and horseman of The nobleman Galsan, I used to visit the town often to see my brother.	test
common_voice_mn_18572941.mp3	They used to think that they are responsible for that island only.	test
common_voice_mn_18572942.mp3	In fact they just didn’t see opportunity in their hands.	test
common_voice_mn_18572943.mp3	let's wash our heads and dry it with a towel and comb it then wear hats every morning before we go outside	test
common_voice_mn_18580107.mp3	Even if it is cruel, it is beneficial for each of us if you think back.	test
common_voice_mn_18580108.mp3	It's better than the miserable times.	test
common_voice_mn_18580109.mp3	From what situation should I go to which better level?	test
common_voice_mn_18580110.mp3	Because I cannot bring him with me.	test
common_voice_mn_18580111.mp3	Because Cathryn’s mom was very good to them.	test
common_voice_mn_18580117.mp3	This is the current picture of Mongolian society.	test
common_voice_mn_18580118.mp3	Have you been well?	test
common_voice_mn_18580119.mp3	My moving feels not right.	test
common_voice_mn_18580120.mp3	Is Alvin somehow connected to Henny’s death?	test
common_voice_mn_18580121.mp3	Used to say, then they maybe should give me their kid.	test
common_voice_mn_18580127.mp3	The young officer thought for a while and went out.	test
common_voice_mn_18580128.mp3	During this time, Tulgaa woke up by all the noise, so he came next to us.	test
common_voice_mn_18580130.mp3	But Luvsan's dad brought a new white leather coat for him in the early month of the winter.	test
common_voice_mn_18580135.mp3	The particularity of Buddhist teachings is that ceremony is accompanied by prayers and mantras.	test
common_voice_mn_18580136.mp3	Dark teardrop was blurred immediately after these terrifying actions of death and defects.	test
common_voice_mn_18580146.mp3	The Gods, who guard four directions, protect the World from evil forces.	test
common_voice_mn_18580148.mp3	My time has come to deliver the words of my religion.	test
common_voice_mn_18580149.mp3	So that's why I quickly came to Mongolia to meet you.	test
common_voice_mn_18580150.mp3	Soon they talked about radium, and the professor told them there is fifty-gram radium in America.	test
common_voice_mn_18580151.mp3	I only crossed the road with the green traffic light.	test
common_voice_mn_18674663.mp3	Even if the country center is far away, people come here and take medicine.	test
common_voice_mn_18674664.mp3	This means he accepted the good side of his competitor.	test
common_voice_mn_18674665.mp3	I was happy when I heard that Saran has started school soon.	test
common_voice_mn_18674666.mp3	Our company is gaining experience for working as a executor’s support.	test
common_voice_mn_18674667.mp3	Son, isn’t it better to go to Ulaanbaatar to explain your situation?	test
common_voice_mn_18674713.mp3	You are my best friend.	test
common_voice_mn_18674714.mp3	The research that was made on teas sold in a Canadian supermarket showed that Chinese tea is dangerous for health.	test
common_voice_mn_18674715.mp3	They opened up their shameful secrets sufferings to others.	test
common_voice_mn_18674716.mp3	Especially people follow Unicode standard in entire world.	test
common_voice_mn_18674717.mp3	We are sending monks to read a monk book in front of monks.	test
common_voice_mn_18674783.mp3	Whenever the black eyes are rolled, the tiny rough fire will come up in the heart of Lodo.	test
common_voice_mn_18674784.mp3	Maybe I have relished the only blissfulness that I had.	test
common_voice_mn_18674785.mp3	He have already planned about how to be never overtaken by them.	test
common_voice_mn_18674786.mp3	It is considered that person’s profit gains as himself.	test
common_voice_mn_18674787.mp3	When they conquered Russia, ground became all blood and mud after tilted horses hoof.	test
common_voice_mn_18695928.mp3	Is this a white mane?	test
common_voice_mn_18695929.mp3	Generally, the discussion has changed the main concept of the theory to normal attitude.	test
common_voice_mn_18695930.mp3	It is a common to say that pay as you wish after choosing the payers from the prayer list.	test
common_voice_mn_18695931.mp3	Densmaa has become silent when she does not know how to do it.	test
common_voice_mn_18695932.mp3	Then my knee was so shaky that it was about to kneel down that I run away suddenly.	test
common_voice_mn_18609949.mp3	He did not had a willpower to unite the Association.	test
common_voice_mn_18609950.mp3	Sound technology based applications are becoming new trend.	test
common_voice_mn_18609951.mp3	After many long nights on road, we have finally reached our destination.	test
common_voice_mn_18609952.mp3	They explain it as the traditional special treatment from the ancestors.	test
common_voice_mn_18609953.mp3	As people say you should listen to what elders say, stay for dinner before leaving.	test
common_voice_mn_18609954.mp3	He took his hand gently from the hand of Dolgor, and fisted his hand towards the face of Vanjil.	test
common_voice_mn_18609955.mp3	Compilation rate and improved registry are also the same as this.	test
common_voice_mn_18609956.mp3	They all shouted """There is a huge step mark on sand	test
common_voice_mn_18609957.mp3	Why are you making fun of me”” I said out loud in almost shouting way.	test
common_voice_mn_18609958.mp3	Let me quickly check the frequency of letters which is located on the upper column.	test
common_voice_mn_18609959.mp3	I used to wait Saran impatiently as her job usually finished late.	test
common_voice_mn_18609960.mp3	I was wearing just a regular tunic.	test
common_voice_mn_18609961.mp3	Anyway, you can go to check his footprints.	test
common_voice_mn_18609962.mp3	My mother waited for me the whole autumn when she heard me reading a poem on the radio.	test
common_voice_mn_18609963.mp3	He gently rubbed the cheek of Zida and did not even disagree.	test
common_voice_mn_18609970.mp3	She is one of the most beautiful ladies of our castle.	test
common_voice_mn_18609971.mp3	Children are so busy with carrying dirt and woods.	test
common_voice_mn_18609972.mp3	Temujin was standing with his friends on the mountain he used to climb before.	test
common_voice_mn_18609973.mp3	Because of that, Buvardai and him started to look for the ways to escape from here.	test
common_voice_mn_18609974.mp3	I got frustrated and thought, when am I going to catch him if I still go like this.	test
common_voice_mn_18580503.mp3	Even if I persuaded her to go with me, she did not listen.	test
common_voice_mn_18580504.mp3	We need to have them take a bath.	test
common_voice_mn_18580505.mp3	The time has come to sell the leftover products that didn't sell last year.	test
common_voice_mn_18580506.mp3	After that, no one said a single word.	test
common_voice_mn_18580507.mp3	I guess the expression don’t judge the book by its cover is outdated.	test
common_voice_mn_18580518.mp3	Because it’s rarely shown on social media.	test
common_voice_mn_18580519.mp3	Scarlet saw her little sisters on the blinking light of a shady night lamp.	test
common_voice_mn_18580520.mp3	Judging people by their outward appearance, prevents people from getting to know each other’s real self.	test
common_voice_mn_18580521.mp3	That night I decided to write a letter to my younger brother after thinking for a while.	test
common_voice_mn_18580522.mp3	Be careful and responsible on social media and share your opinions with moral.	test
common_voice_mn_18580538.mp3	But we did not have any key that fits.	test
common_voice_mn_18580539.mp3	If the human mind was like a place.	test
common_voice_mn_18580540.mp3	I have never been bad but only healthy.	test
common_voice_mn_18580541.mp3	Probably saw someone was entering and leaving.	test
common_voice_mn_18580542.mp3	There must be someone who had included in the decision of building this object.	test
common_voice_mn_18580622.mp3	Daughter, come home, and take your little sibling.	test
common_voice_mn_18580624.mp3	Combined, the latter is aiming to improve.	test
common_voice_mn_18580626.mp3	From this we can see that identification can be counted and recited.	test
common_voice_mn_18580628.mp3	Who are you ? And why me?	test
common_voice_mn_18580630.mp3	Thinking about saying goodbye every time we see each other.	test
common_voice_mn_18591342.mp3	A man should not leave public requirements unnoticed.	test
common_voice_mn_18591343.mp3	If there is a situations when we are out of stock?	test
common_voice_mn_18591344.mp3	The doctors made a note for the enlarged liver in mortuary.	test
common_voice_mn_18591345.mp3	Now your father is killing you.	test
common_voice_mn_18591362.mp3	Then he/she started thinking about the way to implement his plans.	test
common_voice_mn_18591365.mp3	If this is true, then the people of Bonapart should thank the people of Josephina.	test
common_voice_mn_18591368.mp3	In this week, Indonesia and Philippines are introduce a new money policy.	test
common_voice_mn_18591371.mp3	He thought that he would leave me forever.	test
common_voice_mn_18606964.mp3	Wish I could taste this mineral water of yours.	test
common_voice_mn_18606966.mp3	Robe decided to visit Cornwell on next weekend.	test
common_voice_mn_18606967.mp3	Tverdohlebov is watching carefully to enemy’s danger zone.	test
common_voice_mn_18606968.mp3	I will discuss with you guys about what just happened yesterday.	test
common_voice_mn_18606974.mp3	Sometimes the little one has a dispute the big.	test
common_voice_mn_18606975.mp3	This is the person who is called monk” “so was said.	test
common_voice_mn_18606977.mp3	We are the uninvited guests in this peaceful environment.	test
common_voice_mn_18606978.mp3	Are we supposed to live in this harsh situation?	test
common_voice_mn_18616269.mp3	Make it clear in few days and.	test
common_voice_mn_18616270.mp3	They say in the future no any program without uni-code will remain and it won’t be accepted internationally.	test
common_voice_mn_18616271.mp3	There is nothing scarier than that.	test
common_voice_mn_18616272.mp3	This is probably the expression of equality of one generation.	test
common_voice_mn_18616273.mp3	His name “Chagja” in Tibetan language means hand signature in Mongolian.	test
common_voice_mn_18580859.mp3	Ochir has taken five grants from Erdenedalai town’s Naadam Festival other than daaga.	test
common_voice_mn_18580860.mp3	She/he is grieving, as his/her mother has passed away.	test
common_voice_mn_18580861.mp3	This religious practice is done by a very specific discipline with help of holy books.	test
common_voice_mn_18580862.mp3	This mystery has remained unclear.	test
common_voice_mn_18580863.mp3	That poor boy is living better than us.	test
common_voice_mn_18580864.mp3	Furthermore, you can use cellphone, tablet or computer to access Facebook messenger.	test
common_voice_mn_18580865.mp3	Did you kill this wise state minister?	test
common_voice_mn_18580866.mp3	Why didn’t you wear a hat protects you from sun?	test
common_voice_mn_18580867.mp3	But he is sleeping all day.	test
common_voice_mn_18580868.mp3	I don’t even remember how long I have slept.	test
common_voice_mn_18581994.mp3	I was staring at the woods beside my tent, thinking for a while.	test
common_voice_mn_18581995.mp3	That winter I received a letter from the furious Baatar unexpectedly.	test
common_voice_mn_18581996.mp3	What if you were mistaking?	test
common_voice_mn_18581997.mp3	It was already dark outside, so I was also hurrying back home.	test
common_voice_mn_18581998.mp3	It has to be loyal like a dog to its owner!	test
common_voice_mn_18582017.mp3	If we manage to inform our brother, he will definitely find the solution.	test
common_voice_mn_18582018.mp3	No need to talk now.	test
common_voice_mn_18582019.mp3	Boorchi did not like it when Chinggis Khaan asked to invite IshKhimam to its place.	test
common_voice_mn_18582020.mp3	Giving them only half was enough for them.	test
common_voice_mn_18582021.mp3	Three of us arrive home while driving on a nice road.	test
common_voice_mn_18594879.mp3	There is no other way besides trap in order to hunt gopher.	test
common_voice_mn_18577379.mp3	They didn’t lose their tradition even after revolution.	test
common_voice_mn_18577380.mp3	He said to himself that all he wants was leather shoes.	test
common_voice_mn_18577382.mp3	You have worked a lot this year!	test
common_voice_mn_18577383.mp3	I want to travel around the world like this with my horse.	test
common_voice_mn_18577384.mp3	Giving up her dream to study in Paris, she found a way to help Broniya.	test
common_voice_mn_18577389.mp3	Artased did not feel sleepy tonight.	test
common_voice_mn_18577390.mp3	As a result, he/she becomes soft and holy, patient and calm, and people will stop worrying about him/her.	test
common_voice_mn_18577391.mp3	Even though Hamsik got the ball from Kuka, and kicked from twenty meters away, the ball didn’t hit the goal.	test
common_voice_mn_18577392.mp3	The tired guest has fall asleep very soon.	test
common_voice_mn_18577393.mp3	The first few nights, I didn't sleep and made dumplings for the new year.	test
common_voice_mn_18577404.mp3	It was really uncomfortable to hear those words from her mouth.	test
common_voice_mn_18577405.mp3	I heard they wouldn't see the next summer.	test
common_voice_mn_18577406.mp3	That day they visited a few villages then spend the night at someone’s place.	test
common_voice_mn_18577407.mp3	This information is not useful for us, so we would like to take our money back.	test
common_voice_mn_18577408.mp3	Sometimes it is easy to get acquainted with girls.	test
common_voice_mn_18577430.mp3	How is the lady who fainted this morning?	test
common_voice_mn_18577431.mp3	A federation car delivers people home.	test
common_voice_mn_18577432.mp3	So my poor little son was going to search the missing rocks in the snow.	test
common_voice_mn_18577433.mp3	After they came back from school, they ate the leftover vegetables and then passed out.	test
common_voice_mn_18577862.mp3	We will write a code for the target language and create a well constructed translation.	test
common_voice_mn_18577863.mp3	The tombs of that period can prove that Islam was flourishing in the town of Damascus.	test
common_voice_mn_18577865.mp3	Of course, it will kill him if the enemy is shooting at one person like rain.	test
common_voice_mn_18577368.mp3	It seems like Furkad is relieved by his four gold medals, and now he is racing in calmer way.	test
common_voice_mn_18577369.mp3	He used to work until 3 am in the morning, and sleep for only 4 hours then go to school.	test
common_voice_mn_18577370.mp3	He rubbed his eyes and thought that the monster came to his house again.	test
common_voice_mn_18577371.mp3	Baldan was hurt when he fell, but he didn't say ouch because of his embarrassment.	test
common_voice_mn_18577372.mp3	Since then I was a third grade student and went to school in fall.	test
common_voice_mn_18577385.mp3	Grandchildren of the great king went out of the ger palace one after another.	test
common_voice_mn_18577386.mp3	As I mentioned earlier, globalization had the same meaning of becoming "Chinese" for the Deed Mongols.	test_covost
common_voice_mn_18577387.mp3	Twenty five means your age is the same as my son’s.	test
common_voice_mn_18577394.mp3	The two sisters whom I saw and ignored were same.	test
common_voice_mn_18577395.mp3	He suspected some of the robbers would enter.	test
common_voice_mn_18577396.mp3	This word confuses me a lot.	test
common_voice_mn_18577398.mp3	One of us might have to sleep on the floor.	test
common_voice_mn_18577414.mp3	But his dad was worried.	test
common_voice_mn_18577416.mp3	I wanted to tell you something else.	test
common_voice_mn_18577434.mp3	Because, the project cost will not only be limited by the product price.	test
common_voice_mn_18577436.mp3	I was just thinking about you.	test
common_voice_mn_18577437.mp3	If we see today’s people’s attitude, they don’t know what is their genetic heritage.	test
common_voice_mn_18577438.mp3	The Ganbold took the thawed leather and started to salt it.	test
common_voice_mn_18577440.mp3	The representative of the Sum drunk from the Kumis and then started to write something with a pen.	test
common_voice_mn_18577441.mp3	I told you not to worry about.	test
common_voice_mn_18577462.mp3	However, there is one way to rid off word sorrow from your vocabulary.	test
common_voice_mn_18577497.mp3	This was very interesting event that many popular people were gathered.	test
common_voice_mn_18955061.mp3	You, woman, are like a snake, you can be much smarter than you look.	test
common_voice_mn_18955062.mp3	How can I address men critically and give advice at the same time?	test
common_voice_mn_18955064.mp3	Finally they decided to talk.	test
common_voice_mn_18955071.mp3	By doing this, women are pushing off men away from themselves.	test
common_voice_mn_18955072.mp3	I wrote this letter after I came to the division, took off my pants and the shirt I wore that day and put them under my pillow.	test
common_voice_mn_18955073.mp3	His family thought that he shouldn’t marry a girl who used to be a babysitter.	test
common_voice_mn_18955074.mp3	The baby boy stares at me with his big eyes, in total awe.	test
common_voice_mn_18955075.mp3	I didn’t tell real story to anyone, even to my homeroom teacher.	test
common_voice_mn_18955266.mp3	Nothing is compared to dancing in peaceful melody of hometown in other country.	test
common_voice_mn_18955267.mp3	Then started to work really hard when I returned to Paris.	test
common_voice_mn_18955268.mp3	We also detected and did check-ups as soon as we found that policy analysis has a problem too.	test
common_voice_mn_18955269.mp3	So can you really do it?	test
common_voice_mn_18955270.mp3	Since they had an orchard at their summerhouse, they had a lot to do.	test
common_voice_mn_18955291.mp3	They were having worthy conversations, not a word of argument.	test
common_voice_mn_18955292.mp3	His/ her sister recognized them immediately.	test
common_voice_mn_18955293.mp3	Children in heaven say that the earth is a great place.	test
common_voice_mn_18955294.mp3	So that it is natural for them to think they need help.	test
common_voice_mn_18955295.mp3	They thought only officials could participate in this.	test_covost
common_voice_mn_18955465.mp3	Sleeping corner is prepared inside the women’s tent and tea and sour cream were brought inside.	test
common_voice_mn_18955467.mp3	There is no firewood outside of lazy person’s, there are no food in greedy person’s home.	test
common_voice_mn_18955468.mp3	If you are alive, you will drink water from golden cup	test
common_voice_mn_18955469.mp3	On contrary, I demand you to talk.	test
common_voice_mn_18580181.mp3	Those, who want to promote this teaching, should pay extra attention to these four factors.	test
common_voice_mn_18580182.mp3	Their company starts to distribute their product at night to reduce city traffic.	test
common_voice_mn_18580183.mp3	Maybe she suffers from how she attends for a mandatory event.	test
common_voice_mn_18580184.mp3	I didn’t research Mongolians yet.	test
common_voice_mn_18580185.mp3	Life is full of confusions and is unfair to everyone.	test
common_voice_mn_18580227.mp3	How are you going to get our loss compensated?	test
common_voice_mn_18580228.mp3	He is not an angel, but a devil.	test
common_voice_mn_18580229.mp3	Other scenes also have their own obstacles.	test
common_voice_mn_18580230.mp3	In Germany for instance, if you misspell on the examination, they cut off from your point.	test
common_voice_mn_18580241.mp3	There are roads to different directions in the forest.	test
common_voice_mn_18580242.mp3	Write an essay that explained and used the phrase.	test
common_voice_mn_18580243.mp3	The lord will get angry, please officer.	test
common_voice_mn_18580244.mp3	Private property politics was extracted from new Austria law and new property theory.	test
common_voice_mn_18580245.mp3	In the teary eyes of time, I would still see the white blurry thing.	test
common_voice_mn_18580251.mp3	I can see the Booklovers appreciating your work.	test
common_voice_mn_18580252.mp3	How dare I visit her father after hurting such a generous woman.	test
common_voice_mn_18580253.mp3	So I tried to recall it again.	test
common_voice_mn_18580254.mp3	I have a guess on how this trip will end.	test
common_voice_mn_18580255.mp3	They three left suddenly as they came here suddenly.	test
common_voice_mn_18580256.mp3	He/she saw me out with kind pleasant smile, saying that I should not worry about.	test
common_voice_mn_18580257.mp3	I am minding my own business.	test
common_voice_mn_18580258.mp3	But still he/she keeps quiet like he/she have committed some crime.	test
common_voice_mn_18580259.mp3	They also need our help.	test
common_voice_mn_18580260.mp3	In between home and work, I listen to my lecture by headphone, and in the evening I write things in English in the group.	test
common_voice_mn_18749298.mp3	Even if he has high status in government, he will not behave in this way.	test
common_voice_mn_18749299.mp3	Cook-shops prepare noodles in advance and when they store, they use plastic wraps that are not for food usage.	test
common_voice_mn_18749300.mp3	He used to share his vague memories with us.	test
common_voice_mn_18749301.mp3	New directory of the public sector is picked based on the administration problems that the public sector has.	test
common_voice_mn_18749302.mp3	But process of production starts right here.	test
common_voice_mn_18825841.mp3	Then he saw Baldan who was mowing hay on his way.	test
common_voice_mn_18825843.mp3	I’ve just remembered that Luvsan just like Gombo was a poor student and delinquent.	test
common_voice_mn_18825844.mp3	We will bring it right away, they said.	test
common_voice_mn_18825846.mp3	Did he suggested the idea of letting you go?	test
common_voice_mn_18825848.mp3	The old man shook his head and said that he was not slim nor fat.	test
common_voice_mn_18825850.mp3	They don’t want to talk to anyone.	test
common_voice_mn_18825851.mp3	I thought to myself, this is how happiness comes when least expected.	test
common_voice_mn_18825852.mp3	I will be gone from this town by tomorrow.	test
common_voice_mn_18825853.mp3	However, my memory is excellent.	test
common_voice_mn_18825854.mp3	From the beginning of this year, North Korea has been facing the necessity to come to an agreement with its’ neighbor countries.	test
common_voice_mn_18825855.mp3	You can’t call people like this.	test
common_voice_mn_18825856.mp3	Was it a wrong decision?	test
common_voice_mn_18825857.mp3	He should dress well if he has money.	test
common_voice_mn_18825858.mp3	I am so proud that he is such a successful Mongolian man.	test
common_voice_mn_18825859.mp3	I am the husband” “ he said in annoyed tone, since then he feels worried to go there again.	test
common_voice_mn_18825860.mp3	One of the main goal was to identify the corruption.	test
common_voice_mn_18825861.mp3	They informed that a job related to the Islamic state that hadn’t been completed for nine years has been taken care of in nine months.	test
common_voice_mn_18825862.mp3	We do not see the shadow that often.	test
common_voice_mn_18825864.mp3	That is why it is called double lid for the skin renewal.	test
common_voice_mn_18577202.mp3	The center has decided to provide half amount needed for resources.	test
common_voice_mn_18577203.mp3	I went out as about to run by feeling excited but not ashamed.	test
common_voice_mn_18577204.mp3	Sleeping corner is prepared inside the women’s tent and tea and sour cream were brought inside.	test_covost
common_voice_mn_18577205.mp3	You need to remember there is no people’s death without customer satisfaction.	test
common_voice_mn_18577206.mp3	Sir John Major is the leader of the Conservative Party and the prime minister of the United Kingdom.	test
common_voice_mn_18577212.mp3	The Nine White banners is honored on the Republic Day and the Naadam festival.	test
common_voice_mn_18577213.mp3	Are you even aware of what you have done yesterday?	test
common_voice_mn_18577214.mp3	They were the chief executioner.	test
common_voice_mn_18577215.mp3	When I tried to carry with my horse, the horse was not able to carry luggage.	test
common_voice_mn_18577216.mp3	When having five words with someone, Mongolian words are coming out.	test
common_voice_mn_18577217.mp3	One of the house without installed heating was Bold’s house.	test
common_voice_mn_18577218.mp3	Why should we eat fruit even when our stomach is empty?	test
common_voice_mn_18577219.mp3	The honorable people mostly forget the good deeds they did before.	test
common_voice_mn_18577220.mp3	Every time the cart makes a sound, Luvsan got even sadder, and when the shout of the Grey made her angry.	test
common_voice_mn_18577221.mp3	I don’t care if you call me devil’s fox.	test
common_voice_mn_18577227.mp3	There are businesses have been started already to transfer home addresses for the school enrollment by the location program.	test
common_voice_mn_18577228.mp3	I have nothing to tell you.	test
common_voice_mn_18577229.mp3	A few leaders cause to the entire human being a serious damage.	test
common_voice_mn_18577230.mp3	The two scientists found one of the greatest secrets of a nature, and they proved it, then introduced it to the world.	test
common_voice_mn_18577231.mp3	There was a reason to write that way.	test_covost
common_voice_mn_18577237.mp3	Svetlychny did breath heavily and said there must be a mire.	test
common_voice_mn_18577238.mp3	They tricked many Mongolians.	test
common_voice_mn_18577239.mp3	In his frustrated voice, the great love than anything has existed.	test
common_voice_mn_18577240.mp3	They were super into in their work, so they forgot about everything else.	test
common_voice_mn_18577323.mp3	Because it is supported by a foreigner, cemetery cost will be provided.	test
common_voice_mn_18577324.mp3	Ariv was gasping for breath more and more.	test
common_voice_mn_18577325.mp3	It will be fair to admit that there is not enough accessible service for people with disabilities at public places in our country.	test
common_voice_mn_18577326.mp3	The mayor of Ulaanbaatar appointed a female as their substitute, and people are talking about this critically.	test
common_voice_mn_18577327.mp3	You better hold it tight or it will come out in between your fingers.	test
common_voice_mn_18578140.mp3	My beloved heart is waiting for someone and unwillingly sings a song.	test
common_voice_mn_18578142.mp3	He is the heir of one of the biggest automobile empires in the world.	test_covost
common_voice_mn_18578143.mp3	We die once not twice.	test
common_voice_mn_18578144.mp3	As what Lindsey told them, past is a logical history.	test
common_voice_mn_18578150.mp3	After this conflict we will increase our defense by ten times.	test
common_voice_mn_18578151.mp3	They also say the caliphate of samadhi.	test
common_voice_mn_18578152.mp3	Finally they decided to talk.	test_covost
common_voice_mn_18578153.mp3	We need to decide whether we should trust him or not right now.	test
common_voice_mn_18578154.mp3	Sommelier is a professional who has graduated related institution and trained in wine degustation.	test
common_voice_mn_18578155.mp3	This is a very poor result.	test
common_voice_mn_18578156.mp3	They said he is like a storm.	test
common_voice_mn_18578157.mp3	What you think will follow this	test
common_voice_mn_18578158.mp3	It is a woman. How shall we kill?	test
common_voice_mn_18578159.mp3	The other one was young and bound his head with white towel.	test
common_voice_mn_18578170.mp3	But then I felt like an acquaintance of mine whispered it’s too early to celebrate.	test
common_voice_mn_18578171.mp3	At the time of socialism, people used to say a Russian word knows it all.	test
common_voice_mn_18578172.mp3	Thinking that came to the Naval Square and it was very crowded.	test
common_voice_mn_18578173.mp3	It was obvious how they tortured people at that time.	test
common_voice_mn_18578174.mp3	He was arrested with a small scarf just in a moment.	test
common_voice_mn_18578859.mp3	Where are going away Tomor? you swim like to axe.	test
common_voice_mn_18578860.mp3	Even we are having bad times, we need to collaborate to avoid lust, desire and practice peace to reach enlightenment in future.	test
common_voice_mn_18578861.mp3	Compared to the previous system, pasture that can adapt to incorrect system is more flexible.	test
common_voice_mn_18578862.mp3	You should cancel your meeting.	test
common_voice_mn_18578863.mp3	If you are searching for a role model, then investigate ordinary civilians.	test
common_voice_mn_18578864.mp3	He will know what will happen in books.	test
common_voice_mn_18578865.mp3	Experienced people’s group could find more than enough possibilities in just a few minutes.	test
common_voice_mn_18578866.mp3	I left the door not fully closed and was observing through the gap.	test
common_voice_mn_18578868.mp3	Current Mongolian language Unicode standard wasn’t an optimal solution.	test
common_voice_mn_18578874.mp3	The livestock is pasturing on the wide green plain.	test
common_voice_mn_18578875.mp3	When you are retired, your physical body might live for longer, but you are dying inside.	test
common_voice_mn_18578876.mp3	The thing is, it was a conflicted issue, so I have found the solution by following my own theory.	test
common_voice_mn_18578877.mp3	Franklin has said that lazy and quiet people have a bad destiny.	test
common_voice_mn_18578878.mp3	Because of the bone inflammation of my grandmother, she could not bend down and paint her toe nails anymore.	test
common_voice_mn_18578879.mp3	In the first battle, our two buddies got murdered.	test
common_voice_mn_18578880.mp3	Near the wide gull called Khalzan, we could notice two tents.	test
common_voice_mn_18578881.mp3	The night has come and the queen has put her precious golden ring inside her mouth before going to bed.	test
common_voice_mn_18578882.mp3	I know very well that you are organizing these with them while you are in London.	test
common_voice_mn_18578883.mp3	She is looking around, doesn’t know where to go, what to happen.	test
common_voice_mn_18578884.mp3	Then can you imagine how Luvsan become a real gentleman now.	test
common_voice_mn_18578885.mp3	And you need to speed up when you get closer to the stage.	test
common_voice_mn_18578886.mp3	Do you think the look and smile of someone can reach the other?	test
common_voice_mn_18578887.mp3	The economy criticized it with a modern organization.	test
